year,gdp_per_capita_constant,gdp_per_capita_current,gdp_deflator,gfkf_percent,gfkf_privat,natural_resources_rents,population_share_largest_city,population_total,fdi_inflow_percent,fdi_inflow_abs,fdi_outflow_percent,fdi_outflow_abs,trade_share,tax_as_perc_of_revenue,tax_of_gdp,mobile_phone_subs,telephone_subs,prim_netenrol,lowsec_netenrol,upsec_netenrol,cc,ge,pv,rl,rq,va,ISO3
1967,,,,,,,31.0874499049521,6966522.0,,,,,,,,,,,,,,,,,,,SRB
1968,,,,,,,30.962890514313,7007586.0,,,,,,,,,,,,,,,,,,,SRB
1969,,,,,,,30.5992976421872,7123249.0,,,,,,,,,,,,,,,,,,,SRB
1970,,,,,,,30.6589859788583,7164993.0,,,,,,,,,,,,,,,,,,,SRB
1971,,,,,,,30.7098428652331,7211716.0,,,,,,,,,,,,,,,,,,,SRB
1972,,,,,,,30.5760105245367,7252012.0,,,,,,,,,,,,,,,,,,,SRB
1973,,,,,,,30.5154072025457,7283902.0,,,,,,,,,,,,,,,,,,,SRB
1974,,,,,,,30.4489887122577,7326043.0,,,,,,,,,,,,,,,,,,,SRB
1975,,,,,,,30.4128285692629,7368717.0,,,,,,,,,,,,,,,,,,,SRB
1976,,,,,,,30.3751203484374,7418973.0,,,,,,,,,,,,,,,,,,,SRB
1977,,,,,,,30.3876814594276,7462783.0,,,,,,,,,,,,,,,,,,,SRB
1978,,,,,,,30.4335816717906,7504017.0,,,,,,,,,,,,,,,,,,,SRB
1979,,,,,,,30.5117123334343,7541997.0,,,,,,,,,,,,,,,,,,,SRB
1980,,,,,,,30.0924538656557,7709544.0,,,,,,,,,,,,,,,,,,,SRB
1981,,,,,,,30.1296448461609,7736787.0,,,,,,,,,,,,,,,,,,,SRB
1982,,,,,,,29.8545465962811,7763335.0,,,,,,,,,,,,,,,,,,,SRB
1983,,,,,,,29.6119280450816,7788100.0,,,,,,,,,,,,,,,,,,,SRB
1984,,,,,,,29.3858899726754,7813549.0,,,,,,,,,,,,,,,,,,,SRB
1985,,,,,,,29.1848425477635,7835902.0,,,,,,,,,,,,,,,,,,,SRB
1986,,,,,,,29.0089555386426,7853824.0,,,,,,,,,,,,,,,,,,,SRB
1987,,,,,,,28.8504289004529,7868027.0,,,,,,,,,,,,,,,,,,,SRB
1988,,,,,,,28.6840360528249,7884218.0,,,,,,,,,,,,,,,,,,,SRB
1989,,,,,,,28.536376520909,7893787.0,,,,,,,,,,,,,,,,,,,SRB
1990,,,,,,,28.3992816335396,7897937.0,,,,,,,,,,,,,,,,,,,SRB
1991,,,,,,,29.4411403891718,7595636.0,,,,,,,,,,,,,,,,,,,SRB
1992,,,,,,,29.4595358118473,7604063.0,,137681321.0,,,,,,,,,,,,,,,,,SRB
1993,,,,,,,29.4538845348053,7614328.0,,104107351.0,,,,,,,,,,,,,,,,,SRB
1994,,,,,,,29.4458473252528,7622711.0,,62823925.0,,,,,,,,,,,,,,,,,SRB
1995,3012.49816736822,2349.40645150289,,10.6363930111044,,0.669092065367452,29.4438973146871,7628264.0,0.251007897798829,44985366.0,,,12.5744954171822,,,,,,,,,,,,,,SRB
1996,3200.76825835814,3053.90516860949,85.5841890587903,10.3924966279946,,0.527409241981988,29.4874802058833,7622185.0,4.43777510044016e-06,1033.0,,,27.3190037104059,,,,,,,,-1.0351882,-0.5406548,-1.3351476,-1.1833661,-1.4288693,-1.380423,SRB
1997,3497.55048957119,3573.50440240049,17.8992902157344,11.2308465663505,,0.333527259917736,29.6035383718628,7598538.0,2.72525634678692,740000002.0,,,32.6780204946957,,,,,,,,,,,,,,SRB
1998,3699.40380796484,2775.47372982047,24.5816737660006,11.2489243558119,,0.195087574224892,29.7585956416465,7567745.0,0.537990822566861,113000009.0,,,39.1669755756981,,,,,,,,-1.2904086,-0.845059599999999,-1.94965899999999,-1.2795018,-1.7957881,-1.19315599999999,SRB
1999,3329.4517344386,2768.91041346166,28.8693519817726,10.4747103318631,,0.311891670595921,29.9155875415202,7540401.0,0.536432041377847,112000009.0,,,24.1979423920709,,,,,,,,,,,,,,SRB
2000,3542.35365914848,974.725469278615,79.2183551421318,11.6099546865985,,2.33274311334293,30.0799088670363,7516346.0,0.679511512803921,49783554.0,,,21.109043880746,,,,,,,,-1.17013069999999,-0.847397299999999,-1.7933712,-1.40884039999999,-1.87963289999999,-0.920652799999999,SRB
2001,3788.98233947399,1812.42088281393,84.1527365539731,11.8296339650732,,1.50240352241228,30.2227394233609,7503433.0,1.30646368055417,177670943.0,,,53.8950786178485,,,,,,,,,,,,,,SRB
2002,4038.65251197442,2390.73459447107,19.1017161299754,14.6643831280374,,0.628709984358027,30.3065008790397,7500031.0,3.13724220833625,562525836.0,,,54.302882889577,,,,,,,,-1.165171,-0.4634859,-0.6071111,-0.890928899999999,-0.915482199999999,-0.299238499999999,SRB
2003,4233.77644906089,3153.9011312754,12.5286889476102,16.6034392821689,,0.535968883702967,30.3162373596951,7480591.0,6.42739472772176,1516418093.0,,,58.2946720222191,,,,,,,,-0.749599,-0.615935,-0.6791377,-0.877199,-0.917880399999999,-0.3040542,SRB
2004,4527.43498659451,3597.08798057009,8.12865550294231,19.3912200813942,,1.75377809041674,30.3089818556211,7463157.0,4.00991273848132,1076486431.0,,,72.2876162455649,,,51.1718128306345,29.054659137076,,,,-0.609888,-0.282202,-0.608772699999999,-0.7451272,-0.6598565,-0.2299163,SRB
2005,4809.1384076488,3807.97417321786,13.8856627867346,19.254267304221,,1.24346302195652,30.3231939605921,7440769.0,7.8055726004638,2211650937.0,,,71.9925488520017,,,73.7200175354083,33.8096798182675,99.70359,,,-0.624759699999999,-0.4140273,-0.738603599999999,-0.8771274,-0.717118199999999,-0.1912697,SRB
2006,5016.41289322251,4492.7136699046,13.8392226605454,21.1836643543655,,1.500776590768,30.3760885730734,7411569.0,15.759397156392,5247573105.0,,,75.529235364472,,,89.3758549177073,36.5832403304839,99.86248,,,-0.2366528,-0.338507699999999,-0.5940373,-0.433132199999999,-0.5817702,0.2517474,SRB
2007,5431.27887426624,6081.08765700202,8.83168752329679,23.60012476264,,1.55422939890246,30.4516569639124,7381579.0,9.85383583099953,4423192680.1188,2.09533885779178,940556313.00415,72.7165875771534,16.7372296081966,20.4872747900195,114.29611072521,40.4766131977642,98.34468,,10.8129,-0.3109326,-0.349306499999999,-0.3876119,-0.264581199999999,-0.420551299999999,0.328277,SRB
2008,5735.94772695749,7376.73517910716,9.49838485981928,23.470962898577,,2.85101542369955,30.561111272816,7350222.0,7.48017377130846,4055798181.8009,0.60585499707263,328498464.165002,75.7432462868839,17.8293208962819,20.3574730803532,130.694616797607,41.9155764880953,96.99485,2.07136011123657,10.29101,-0.310971,-0.3257368,-0.243904099999999,-0.381913299999999,-0.4003176,0.280667,SRB
2009,5578.0119741931,6414.0448463847,8.43692623625512,18.5980956940405,,1.29420135500539,30.698578812682,7320807.0,6.23823937763422,2929226709.60338,0.0999428633518568,46929155.3341327,63.5017226157541,16.5095030281352,19.2408906576394,135.323308847551,42.399416458667,94.22315,1.54813003540039,10.03013,-0.334054099999999,-0.232786499999999,-0.2142355,-0.411721399999999,-0.3494237,0.3129287,SRB
2010,5690.70327182682,5970.92660940072,4.95030879905744,17.5450937651917,,2.51068899120357,30.8813293932674,7291436.0,3.88925451665989,1693250318.85146,0.442414978599928,192612568.904937,73.7088615865295,15.9780180376327,19.4313895022311,136.015037810579,42.6664678525372,92.74722,2.66773009300232,9.60059,-0.365913799999999,-0.232732599999999,-0.221943399999999,-0.4156392,-0.2818969,0.2638233,SRB
2011,5737.00120175811,7082.2861666075,11.0023151823334,17.3249042888346,,3.35044641406988,31.229064554237,7236519.0,9.6203440965999,4930532020.14552,0.6044703898074,309797714.32797,75.7493613069523,15.1816129555765,18.3137738004771,141.043436487447,41.9781553549357,95.70457,1.55976998806,9.33435,-0.3321697,-0.2899811,-0.196118699999999,-0.2316858,-0.2779936,0.258274,SRB
2012,5739.3075023532,6263.04086072815,6.04404450314931,19.9488493046734,,2.77478070010415,31.5814435705794,7201497.0,2.82759932149649,1275339755.6278,0.72546959694695,327210510.856982,82.0766814348254,13.4729743279089,17.8145603317234,127.199184289925,41.4376402871689,94.43076,1.34742999076843,9.07219,-0.392706,-0.292617199999999,-0.1119391,-0.2133225,-0.276922499999999,0.0987383999999999,SRB
2013,5793.33614525565,7040.41812068781,7.80108516848593,16.3735582258297,,2.05963239192195,31.747221833391,7166553.0,4.08141056622247,2059297316.504,0.657677559944584,331834695.957162,84.3322563766638,25.1275723868404,19.9874009064063,128.668140961621,42.4056605093172,94.79516,0.674589991569519,9.00278,-0.368659099999999,-0.2470451,-0.0234258,-0.203697,-0.248264699999999,0.1433921,SRB
2014,5716.54047153506,6886.67809068704,2.90940685673829,15.8714091473802,,1.89442302636645,31.9132992550757,7131787.0,4.07119376860245,1999539187.45686,0.714086025588603,350718504.825645,88.3815023270446,25.0950252431445,21.0521740869991,131.35311754636,40.1458564349763,96.24177,1.19816994667053,8.65148,-0.2208569,0.1058443,0.1732464,-0.0706309,0.0017785,0.125625,SRB
2015,5820.3215576888,5820.3215576888,2.16912075555875,16.8018814009636,,1.27718856590432,32.092234523898,7095383.0,5.67381755834409,2343139735.74774,0.833662863972145,344281176.245733,93.5281477663237,23.9779545326893,21.4666537370513,129.383588087229,39.1508812707981,96.30226,0.415199995040894,8.45036,-0.3238735,-0.0428976,0.2787874,-0.0388041,0.0774729,0.1127889,SRB
2016,6024.95754653784,5982.37030126471,1.54382740998828,16.9932725263997,,1.17155898842791,32.2842807520538,7058322.0,5.57770746372387,2355214636.94213,0.597703753218796,252383373.866709,97.6906940431804,24.3280054937218,22.4444642528224,129.17749484679,38.1294785201481,95.73023,1.31727004051208,8.22827,-0.3507415,0.0587501,0.1629002,-0.0692373,-0.0089099,0.1008581,SRB
2017,6200.26118592152,6548.03653824187,2.9973452123824,17.7771152801229,,1.52263044010001,32.4865388243636,7020858.0,6.29636171721257,2894615965.2376,0.325205840772878,149506343.658164,102.740445166934,26.1963697447235,23.1289563600506,123.142754551775,37.2723255374177,95.17741,1.55019998550415,8.08165,-0.408215599999999,0.1137013,0.1168497,-0.100076,0.0175701,-0.0274908,SRB
2018,6524.08029755191,7559.86165747394,1.99999940277962,19.9497037988206,,1.54067953539602,32.7025308753708,6982604.0,7.71374568954873,4071895067.82105,0.678384654376213,358102436.794438,105.563713028559,26.1386018782898,22.6384537211685,121.074823902706,36.9726917799052,94.55098,1.73283004760742,7.946,-0.386952199999999,0.1424118,0.1163728,-0.0999067999999999,0.0896661,-0.179080699999999,SRB
2019,6870.75810896296,7755.632986437,2.34783114136296,22.2768602015312,,1.19461693747908,32.8705909322898,6945235.0,7.92487427143519,4268709249.60984,0.549116314333232,295779820.5777,107.577309546092,26.3361376597739,23.0002958047357,122.047741314232,37.0362531679926,,2.07756996154785,,-0.3635548,0.0665414,0.0620767,-0.0652981,0.064278,-0.1847773,SRB
2020,6850.96742168834,8098.70955668849,2.6493593974983,21.4496502483732,,0.947608509343353,33.0961967069978,6899126.0,6.23865408002072,3485786682.97844,0.208498675487542,116496586.781536,100.324460810129,25.3198288979348,22.4302344933492,120.216859464106,37.4334047340432,,2.79019999504089,,-0.3682278,0.0476746,-0.0681568,-0.1348535,0.0652905,-0.1971568,SRB
2021,7465.67601077148,9680.52798074468,5.68404945078089,23.0512890463903,,1.74631766481948,33.4251273722766,6834326.0,6.95312089132574,4600176721.12403,0.410857882566182,271823098.808641,112.342298324945,25.3198288979348,19.6609961159321,125.075587327252,37.3729109672427,,2.55353999137878,,-0.4707878,0.0628473,-0.0436914,-0.1926347,0.0556174,-0.2621982,SRB
2022,7862.95387364846,10024.8191112596,10.4583041504024,23.9110631560903,,,34.0620732217543,6664449.0,6.90354140371273,4612248811.51068,0.167850060527366,112140450.37276,131.913292283516,28.7596340373541,23.8929959453301,129.813149647571,38.2355921680986,,2.05703997612,,-0.484904899999999,0.1788279,-0.0525867,-0.1559554,0.0892565999999999,-0.2834019,SRB
2023,8208.4786891507,12281.707946167,13.9302963711276,23.3725616454287,,,34.2125064536702,6623183.0,6.06995232091603,4937541972.22336,0.40280936197502,327661244.504805,114.49206464322,,,128.471147595832,37.4129392638104,,,,-0.501692,0.1035439,0.0879568999999999,-0.1840377,0.0850626999999999,-0.3760322,SRB
2024,8580.26105823259,13679.2065983557,6.34994571281966,23.7954199963938,,,34.3332014226879,6586476.0,6.20170332537196,5587596147.57206,0.733871863374789,661202153.903187,111.725028388916,,,123.822194984291,36.6886050438081,,4.56611013412476,,-0.5608287,0.1019486,-0.168638999999999,-0.2000778,0.07835,-0.4658584,SRB
2025,,,,,,,34.5098169476557,,,,,,,,,,,,,,,,,,,,SRB
1960,3169.8719362006,288.058144476031,,,,,,41700.0,,,,,,,,0.0,,,,,,,,,,,SYC
1961,2931.52295872465,270.279646614487,1.45690288202813,,,,,42889.0,,,,,,,,,,,,,,,,,,,SYC
1962,3094.82323303369,287.04477353783,0.599020604281449,,,,,44042.0,,,,,,,,,,,,,,,,,,,SYC
1963,3322.94260496593,308.195248410849,-0.0024629491319814,,,,,45176.0,,,,,,,,,,,,,,,,,,,SYC
1964,3432.56045494627,332.304985875279,4.37958454460579,,,,,46322.0,,,,,,,,,,,,,,,,,,,SYC
1965,3311.93105019453,328.484883920328,2.45082023923476,,,,,47500.0,,,,,,,,0.0,0.482097957,,,,,,,,,,SYC
1966,3679.30050746873,337.64622904411,-7.47426557621745,,,,,48699.0,,,,,,,,,0.495917,,,,,,,,,,SYC
1967,3608.07514941437,333.233798841887,2.03924607082391,,,,,49911.0,,,,,,,,,0.495917,,,,,,,,,,SYC
1968,3787.78708615717,314.351070663894,3.39807020656309,,,,,51134.0,,,,,,,,,0.495917,,,,,,,,,,SYC
1969,3698.74352837889,314.179858636278,2.35162374020157,,,,,52365.0,,,,,,,,,0.495917,,,,,,,,,,SYC
1970,3934.10745937442,343.88118849057,2.90537958289478,,,0.0,,53600.0,11.935743359375,2200000.0,,,,,,0.0,0.80913588,,,19.65833,,,,,,,SYC
1971,4466.48702153242,401.608022143052,1.57443033533058,,,0.0,,54695.0,8.24002575103734,1810000.0,,,,,,,0.840208,,,20.64567,,,,,,,SYC
1972,4635.19530046487,546.951095334072,27.7112179404,,,0.0,,56029.0,4.40526867359413,1350000.0,,,,,,,0.840208,,,20.80714,,,,,,,SYC
1973,4978.1966610497,648.531963657638,12.5480739892703,,,0.0,,56892.0,15.8281534739899,5839999.9,,,,,,,0.840208,,,20.77273,,,,,,,SYC
1974,4952.09433656679,744.506898260813,20.9343671658419,,,0.0,,57937.0,4.01071104065041,1730000.0,,,,,,,0.840208,,,21.83815,,,,,,,SYC
1975,4992.67635279626,806.232644338165,13.5072364277506,,,0.0,,59292.0,9.58095938910101,4580000.0,,,,,,0.0,2.428498761,,,21.34463,,,,,,,SYC
1976,5689.07506488881,814.47477447888,9.13417048405334,36.7893433991165,,0.0,,60504.0,12.8557551099109,6335185.2150895,4.10290056699284,2021867.62183707,97.0921374745278,,,0.0,2.750036185,,,,,,,,,,SYC
1977,5226.17270451846,1044.35311338903,43.8052476919152,38.625304136253,,0.0,,61786.0,10.9489046334321,7064934.15966293,3.50770463256249,2263395.57337349,88.0983373884834,,,0.0,3.577874173,,,,,,,,,,SYC
1978,6294.51380248905,1376.5465132826,-0.45523946562848,42.6025554808339,,0.0,,62150.0,7.39744487489773,6328689.09926386,3.12710169711586,2675309.48287063,85.3202757229321,,,0.0,3.860702116,,,19.09917,,,,,,,SYC
1979,7226.36841156741,2030.13590313409,17.0099683670188,31.8401786822186,,0.0,,62686.0,5.89848889348315,7506481.80344417,2.46232630761488,3133583.52554907,83.5590023576126,,,0.0,4.407534564,84.07459,10.8023500442505,17.85764,,,,,,,SYC
1980,6795.44213443153,2478.36470343969,31.0359214861763,35.910934319014,31.4606551959066,0.0,,63261.0,6.07177846422355,9519566.79522695,2.43218955059947,3813279.91823323,77.1444089624757,,,0.0,5.360698422,,,,,,,,,,SYC
1981,6453.04441345632,2557.20665504671,7.34665178348087,33.5613070554389,29.5438800245437,0.0,,64035.0,6.14949722509925,10069846.4840279,4.41331389398234,7226833.63720231,67.4998950050524,,,0.0,5.308660701,,,,,,,,,,SYC
1982,6282.31243363473,2440.6841742286,1.7261243345081,30.793597807934,27.1652087430655,0.0,,64413.0,6.37018751486205,10014685.8002898,3.13994923544751,4936370.38917652,72.3601710182479,,,0.0,6.075111011,,,,,,,,,,SYC
1983,6251.16837292603,2426.33460826276,3.18700465907085,22.0429520072512,12.4634013717604,0.0,,64335.0,5.84437430945383,9122965.2620583,2.07824555296244,3244104.66917464,69.8477541990675,,,0.0,6.74853049,,,,,,,,,,SYC
1984,6481.83312252185,2487.64499220084,3.1332451227357,21.4224187584135,12.2269364912838,0.0,,64717.0,6.07052094456085,9773108.98615299,2.43281457008705,3916659.23792998,71.1761122222006,,,0.0,8.303388471,,,,,,,,,,SYC
1985,7091.31069778707,2754.14571028218,2.2794112337051,22.2928371577106,8.24424372827516,0.0,,65244.0,6.4814582430587,11646628.4189368,5.87756966420756,10561492.0776125,71.2917348969576,31.185706551164,28.8148273894139,0.0,8.687511978,,,,,,,,,,SYC
1986,7100.93735358387,3368.4740950781,5.74667769450335,22.4717190628729,10.6487003469076,0.0,,65652.0,6.41987715573684,14197369.6683444,2.61194627254859,5776242.42421668,56.4464342994092,27.3945893248842,30.0370562177124,0.0,9.835489725,,,,,,,,,,SYC
1987,7137.55603586632,3871.77851995844,3.67382337186521,18.5298381219626,1.27287245602038,0.0,,68499.0,7.31656158439869,19404469.3169033,2.03205529154928,5389273.92331376,51.4338514193978,28.0928894369092,32.7633815655736,0.0,9.869948908,,,,,,,,,,SYC
1988,7489.74029923645,4392.19864861545,3.92875254794336,23.4384500173349,10.5644600238512,0.0,,68755.0,7.6832544632272,23202323.4798627,1.41896962096859,4285084.18032826,63.7327595934762,18.2545454545455,33.8303356555854,0.0,10.37708735,,,,,,,,,,SYC
1989,8210.90696953337,4689.1345079999,2.12576591385761,24.2784526432507,9.41755853252702,0.0,,69167.0,6.91545171643181,22429117.3616108,0.284060579415011,921303.240158235,61.8712158904144,22.9189701468962,34.5749514418399,0.0,10.81928293,,,,,,,,,,SYC
1990,8779.85231337378,5642.072897243,6.37017748565418,22.7582393006414,7.99795289464009,0.124123297587184,,69507.0,5.16108614231275,20239899.1951931,0.287050834987812,1125708.77599145,62.5764814210132,,,0.0,11.7,,,,,,,,,,SYC
1991,8902.83798776266,5654.63975724251,-2.04315668579628,21.1015700674962,12.2146169492787,0.111514883493607,,70439.0,4.9165381496183,19582923.9588518,0.284966695390191,1135042.77945339,56.0589192181602,,,0.0,12.5,,,,,,,,,,SYC
1992,9497.7554107084,6520.48950519188,4.66825525992283,21.0505190046701,11.6442998514615,0.109511997038486,,70763.0,1.95358634336623,9014031.00305697,0.25402268491744,1172084.54343516,52.3955389700337,,,0.0,13.3,,,,,,,,,,SYC
1993,9981.2446035158,6978.68075445824,3.02831268774926,26.3334851055289,16.2381755859369,0.101569572131425,,72253.0,3.73561667768058,18836123.155308,0.199028757417407,1003563.93860247,57.891896451761,16.3307612576299,33.2339771505786,0.0,14.3,87.91142,2.78953003883362,12.39592,,,,,,,SYC
1994,9481.8805265777,6974.86770636796,2.65603359305877,26.2927973444115,9.65538792356432,0.101996080131255,,74205.0,5.93863965559994,30736620.718869,2.57570342849058,13331069.7326369,50.072344089516,17.3492749936403,30.0451246282241,0.0,15.7,90.87542,3.11942005157471,12.25892,,,,,,,SYC
1995,9388.81967720743,7180.66832748656,-2.07293038336191,30.0083493963125,12.3946456209632,0.119075541245383,,75304.0,8.48557775386518,45884323.2062327,3.13791616710437,16967749.7256915,53.3925777094071,18.8098086124402,25.9736557691361,0.066903057,16.8,91.67187,2.49622988700867,12.56118,,,,,,,SYC
1996,10177.0904671696,7004.33603896356,-6.08026715563722,39.7903577055153,21.5608783400066,0.111417504052815,,76417.0,5.3830836436149,28812973.8865657,2.33066470603438,12474890.928541,98.0553434635995,17.2086117297699,25.3182096721425,1.380542687,19.9,92.07684,,13.2061,0.640072,0.7592137,0.7706073,0.4589395,0.1740608,-0.0359962999999999,SYC
1997,11284.8459766598,7746.69851330444,0.874655608207902,27.7750354421188,20.7504491859448,0.08862974332445,,77319.0,8.91512880316029,53398677.9649215,1.65082675676999,9887907.20885468,76.647187022948,16.9331585845347,25.3436766978578,2.936065124,22.4,,,,,,,,,,SYC
1998,11339.3481297046,8209.51444287,10.4117836445154,33.8729245305814,21.0912280702785,0.0821548448881146,,78846.0,8.2204242534424,53209768.4266537,0.463866797158535,3002551.21836117,78.9739492859688,19.4848162590098,24.8466651315736,6.68263288,23.2,91.38503,,14.46306,0.6372965,0.7500861,0.7672283,0.4515677,0.2049493,-0.0291239999999999,SYC
1999,11326.9386083063,8243.23610099084,2.05663474416527,41.2485990332189,28.4411823251752,0.0744368313246236,,80410.0,8.33034350115746,55216733.4778743,1.35544572222223,8984417.65063718,88.3643279187233,24.6274423225522,25.5816131823445,20.69691627,23.9,,,14.14456,,,,,,,SYC
2000,11703.7535246117,8063.65500575169,1.25194515123741,24.9183939465335,11.9455922725911,0.106839697103305,,81131.0,3.71851665514147,24326996.8409907,1.60511510293877,10500861.9457514,151.302447835167,26.6615737203973,24.5127813836835,31.1589332437168,24.7497539547277,84.72127,,14.57746,0.6291815,0.7532431,1.0050037,0.4654232,0.2133577,-0.0608774999999999,SYC
2001,11427.9413083015,8153.2986369879,6.15676158548635,40.395100282651,34.9417903540953,0.100866292801415,,81202.0,9.77854727943918,64740256.5069248,1.28955952057949,8537711.35501953,179.884914877473,,,43.3574450984564,25.1128761553554,86.10395,,14.31238,,,,,,,SYC
2002,11218.2606464315,8864.16919495467,3.61316135426739,27.588134558915,18.718309275262,0.104835241294799,,83723.0,6.42979491804749,47717748.0672259,1.1765671372806,8731714.61244393,156.9298895573,,,52.0994211304844,24.7492924281072,93.42466,,13.1973,0.6681958,0.7534943,0.7486297,0.4813133,0.4035897,0.1263662,SYC
2003,10677.9692081272,9070.28460757013,5.94683478932345,10.9629831806923,8.85405078930715,0.118386036607082,,82781.0,7.78128204836837,58425540.7263851,1.0850498710021,8147066.90161491,168.844235034216,,,56.5629524094032,24.3479559712296,95.14437,,13.67563,0.727407,0.7406422,0.4447377,0.5437378,0.5812675,0.0488714,SYC
2004,10412.0868936027,10827.671636033,24.674119952404,17.4160642655973,14.0225181078659,0.0655728027215241,,82475.0,4.25692407405115,38014852.1,0.851052185542733,7600000.0,149.54093675029,,,61.6736240301284,24.1254140387495,95.34027,,13.49492,0.2196211,0.2778055,0.4769822,0.4574304,-0.4123128,0.2586537,SYC
2005,11297.3118190493,11802.1118276833,0.45864511054863,23.8691409523337,19.095991396475,0.0909496426772842,,82858.0,8.25542388019619,80729739.0909091,0.259745072118034,2540045.45454545,171.101735954764,20.2486342975481,25.6585989027018,65.8772657002666,23.9777742925638,95.48517,,14.43294,0.1121234,0.3379987,0.7634168,0.4114195,-0.179375199999999,0.2663674,SYC
2006,12105.4475265558,12782.9938926475,1.44234444771681,30.3222238580205,23.0970403718219,0.102807711673663,,84600.0,12.997071189638,140555693.466973,0.246965069991321,2670782.2222613,177.56693551462,21.4328406475848,23.2079124270583,77.8329810894847,22.8818341761367,,,13.21017,0.1146319,0.3364771,0.8025655,0.3031967,-0.1808495,0.3340177,SYC
2007,13112.8210098816,12669.3026687222,11.0793956861201,29.2244294345938,24.0197858157327,0.108712512691565,,85033.0,16.3299180561317,175923646.509834,1.65476470598458,17826926.0257109,174.928462798259,22.384321827408,22.3072095857786,84.4863777495955,24.8414746140727,,,13.9915,0.112835,0.3387781,0.7385402,0.3921316,-0.0292218,0.2730565,SYC
2008,12473.2921769121,11265.4376270005,31.9263160249952,27.643033995501,25.6658054314488,0.178453829903448,,86956.0,18.3570766112751,179825444.152504,1.32299249421212,12959999.9999999,208.842968505327,24.6568756555686,22.084701660805,101.003814278151,24.119636509017,,,14.46252,0.1133127,0.3405729,0.7046564,0.3259884,-0.1183679,0.2340811,SYC
2009,12116.3783687977,9747.09180546291,28.1819635812916,28.0272254229443,22.7736159755179,0.160955511131527,,87298.0,19.7733389965627,168251661.935522,0.627023623329887,5335354.17141361,221.933825358009,,,118.199683855257,27.8527790831802,,,13.12919,0.4120842,0.5982831,0.6419829,0.1962254,0.0987584,0.2364707,SYC
